tld,count
com,370
co.jp,40
com.cn,17
de,8
com.br,7
it,6
com.au,5
co.uk,5
fr,5
cn,4
co.kr,4
es,3
com.tw,3
jp,3
net,3
ch,2
eu,2
ru,2
in,1
com.tr,1
com.my,1
be,1
coop,1
info,1
se,1
ca,1
pl,1
com.hk,1
org,1
